name,market,funding_total_usd,country_code,region,city,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,age_first_funding,age_last_funding,status_binary,total_investment
Snipi,Other," 40,74,999 ",USA,Philadelphia,Philadelphia,3.0,1.0,1.0,2007.0,2525000.0,1549999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.791780821917808,6.032876712328767,0,4074999.0
SNRLabs,Software ," 20,76,250 ",USA,Dallas,Richardson,1.0,3.0,1.0,2010.0,0.0,2076250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3589041095890411,1,2076250.0
Social Collective,Other," 20,000 ",USA,"Washington, D.C.",Arlington,1.0,4.0,2.0,2009.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972,0.0027397260273972,0,20000.0
Social GameWorks,Games ," 1,20,000 ",USA,Seattle,Kenmore,1.0,7.0,3.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602739726027397,0.2602739726027397,0,120000.0
Social Genius,Software ," 13,20,384 ",USA,SF Bay Area,Mountain View,1.0,2.0,1.0,2010.0,0.0,1320384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6794520547945206,1.6794520547945206,0,1320384.0
Social Solutions,Enterprise Software ," 1,17,50,000 ",USA,Baltimore,Baltimore,3.0,1.0,1.0,2006.0,0.0,11750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4821917808219176,4.2027397260273975,1,11750000.0
Socialbomb,Other," 2,40,000 ",USA,New York City,New York,1.0,6.0,2.0,2008.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4904109589041096,0.4904109589041096,1,240000.0
SocialBuy,Other," 5,00,000 ",USA,Los Angeles,Santa Monica,1.0,1.0,1.0,2010.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500000.0
Socialcast,Enterprise Software ," 94,00,000 ",USA,SF Bay Area,San Francisco,3.0,6.0,2.0,2005.0,0.0,9000000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8493150684931514,4.832876712328767,1,9400000.0
SocialCom,E-Commerce ," 2,98,836 ",DEU,Munich,Munich,1.0,12.0,4.0,2008.0,298836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9753424657534246,1,298836.0
SocialEngine,Software ," 12,000 ",USA,Los Angeles,Los Angeles,1.0,6.0,2.0,2007.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16986301369863,4.16986301369863,1,12000.0
SocialGuide,Social Media ," 19,00,000 ",USA,New York City,Brooklyn,2.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,400000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263013698630137,2.0712328767123287,1,1900000.0
Socialize,Mobile ," 18,20,000 ",USA,SF Bay Area,San Francisco,3.0,7.0,3.0,2008.0,20000.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336986301369863,3.936986301369863,1,1820000.0
SocialMatica,Software ," 27,76,000 ",USA,SF Bay Area,San Francisco,3.0,8.0,3.0,2010.0,0.0,1500000.0,0.0,0.0,0.0,1276000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356164383561644,1.663013698630137,0,2776000.0
SocialMedia.com,Other," 1,00,00,000 ",USA,SF Bay Area,San Francisco,3.0,1.0,1.0,2007.0,500000.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657534246575343,2.0794520547945203,1,10000000.0
Socialmoth,Curated Web ,-   ,USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0027397260273974,3.0027397260273974,0,0.0
SocialPicks,Social Media ," 5,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2006.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915068493150685,1.915068493150685,1,500000.0
SocialShield,Software ," 1,00,00,000 ",USA,SF Bay Area,San Bruno,1.0,9.0,3.0,2009.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093150684931507,1.093150684931507,1,10000000.0
Socialthing,Finance ," 4,15,000 ",USA,Denver,Boulder,2.0,5.0,2.0,2007.0,15000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054794520547945,0.4328767123287671,1,415000.0
Socrative,Education ," 7,50,000 ",USA,Boston,Cambridge,1.0,1.0,1.0,2010.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5835616438356164,3.5835616438356164,1,750000.0
SoftLayer,Other," 3,00,00,000 ",USA,Dallas,Dallas,2.0,1.0,1.0,2005.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.747945205479452,5.23013698630137,1,30000000.0
Softricity,Other," 1,50,00,000 ",USA,Boston,Boston,1.0,1.0,1.0,1999.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,11.764383561643836,11.764383561643836,1,15000000.0
Solairedirect,Clean Technology ," 2,65,90,000 ",FRA,Paris,Paris,2.0,10.0,4.0,2006.0,0.0,26590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310000.0,25280000.0,0.0,0.0,0.0,0.0,0.0,1.498630136986301,2.1315068493150684,0,26590000.0
Solasta,Clean Technology ," 10,00,000 ",USA,Boston,Newton,1.0,1.0,1.0,2006.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9013698630136986,2.9013698630136986,0,1000000.0
Soliant Energy,Clean Technology ," 1,80,00,000 ",USA,Los Angeles,Monrovia,1.0,1.0,1.0,2005.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,3.441095890410959,3.441095890410959,1,18000000.0
Solmentum,Clean Technology ," 3,25,000 ",USA,SF Bay Area,San Francisco,1.0,7.0,3.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,325000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,325000.0
Solta Medical,Health Care ," 2,19,50,000 ",USA,SF Bay Area,Hayward,2.0,1.0,1.0,1995.0,0.0,21950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.03835616438356,15.183561643835615,1,21950000.0
Solum,Software ," 2,35,00,000 ",USA,Des Moines,Ames,3.0,1.0,1.0,2009.0,2000000.0,21500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084931506849315,3.4876712328767123,1,23500000.0
Solutionary,Security ,-   ,USA,Omaha,Omaha,1.0,1.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.917808219178085,11.917808219178085,1,0.0
Soluto,Software ," 1,80,00,000 ",ISR,Tel Aviv,Tel Aviv,3.0,1.0,1.0,2008.0,1600000.0,16400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200000.0,10200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4767123287671238,1,18000000.0
SolveDirect Service Management,Enterprise Software ,-   ,USA,SF Bay Area,Sunnyvale,1.0,1.0,1.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.975342465753425,8.975342465753425,1,0.0
Sometrics,Games ," 55,50,000 ",USA,Los Angeles,El Segundo,3.0,9.0,3.0,2007.0,0.0,5550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7013698630136986,2.126027397260274,1,5550000.0
Sonar.me,Other," 2,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2010.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,200000.0
sones,Other,-   ,DEU,DEU - Other,Erfurt-bindersleben,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.046575342465753,4.046575342465753,0,0.0
Songza,Other," 67,00,000 ",USA,New York City,Long Island City,2.0,11.0,4.0,2007.0,0.0,6700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.884931506849315,5.863013698630137,1,6700000.0
Sonicbids,Other," 45,00,000 ",USA,Boston,Boston,1.0,6.0,2.0,1999.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.205479452054794,8.205479452054794,1,4500000.0
Sonya Labs,Other," 25,000 ",USA,Pittsburgh,Pittsburgh,1.0,6.0,2.0,2008.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25000.0
Soocial,Other," 4,03,080 ",FRA,Paris,Paris,1.0,11.0,4.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,403080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4191780821917808,1,403080.0
Soteira,Health Care ," 1,08,50,948 ",USA,Boston,Natick,6.0,1.0,1.0,2004.0,0.0,6567840.0,0.0,0.0,816807.0,3466301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312328767123288,8.402739726027397,0,10850948.0
Sourcebits,Other," 1,00,00,000 ",USA,SF Bay Area,San Francisco,1.0,4.0,2.0,2006.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.038356164383561,5.038356164383561,1,10000000.0
SoWeTrip,Other," 7,34,650 ",FRA,Paris,Paris,2.0,7.0,3.0,2009.0,0.0,370000.0,0.0,0.0,0.0,0.0,364650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9068493150684932,0.9452054794520548,0,734650.0
SpaBooker,Other," 2,00,000 ",USA,New York City,New York,1.0,11.0,4.0,2007.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671232876712328,0.1671232876712328,1,200000.0
"Spaciety (Fast Market Holdings, LLC)",Curated Web ," 40,000 ",USA,Chicago,Chicago,1.0,1.0,1.0,2010.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4958904109589042,1.4958904109589042,0,40000.0
SparCode,Social Media ," 35,000 ",DNK,Copenhagen,Copenhagen,1.0,12.0,4.0,2010.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35000.0
Spare Change Payments,Other," 5,09,412 ",USA,SF Bay Area,Cupertino,1.0,1.0,1.0,2008.0,509412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,509412.0
Sparkbrowser,Software ," 1,50,000 ",USA,Boston,Boston,1.0,3.0,1.0,2010.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876712328767123,0.8876712328767123,0,150000.0
Sparkbuy,Curated Web ," 10,00,000 ",USA,Seattle,Seattle,1.0,1.0,1.0,2010.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9095890410958904,0.9095890410958904,1,1000000.0
Sparkcloud,Enterprise Software ,-   ,USA,Boston,Cambridge,2.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084931506849315,0.1616438356164383,0,0.0
Sparkroom,Other," 40,00,000 ",CAN,Toronto,Toronto,1.0,1.0,1.0,2007.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.210958904109589,1.210958904109589,1,4000000.0
SPARQ,Mobile ," 12,01,000 ",USA,Seattle,Seattle,2.0,1.0,1.0,2010.0,550000.0,651000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5945205479452055,3.484931506849315,1,1201000.0
Sparus Software,Software ," 54,20,000 ",FRA,Paris,Paris,2.0,1.0,1.0,2003.0,1410000.0,4010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4010000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2684931506849315,4.2904109589041095,1,5420000.0
Spatial Photonics,Hardware + Software ," 2,14,89,278 ",USA,SF Bay Area,Sunnyvale,2.0,1.0,1.0,2004.0,0.0,15289278.0,0.0,0.0,0.0,6200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.693150684931507,6.232876712328767,1,21489278.0
SpeakSoft,Other," 9,88,957 ",USA,SF Bay Area,Santa Cruz,1.0,1.0,1.0,2007.0,0.0,988957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.317808219178082,3.317808219178082,0,988957.0
Spectrum K12 School Solutions,Software ," 1,31,00,000 ",USA,Baltimore,Towson,2.0,1.0,1.0,1996.0,0.0,13100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7013698630137,12.75890410958904,1,13100000.0
Spectrum Networks,Web Hosting ," 19,11,478 ",USA,Seattle,Seattle,2.0,1.0,1.0,2007.0,0.0,1911478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136986301369863,4.4,1,1911478.0
Speedshape,Advertising ," 50,00,000 ",USA,Detroit,Franklin,1.0,1.0,1.0,2003.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13972602739726,5.13972602739726,0,5000000.0
Spendji,Other," 3,00,000 ",USA,Detroit,Royal Oak,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,300000.0
Spime,Software ," 38,69,960 ",USA,SF Bay Area,Newark,2.0,1.0,1.0,2006.0,0.0,3869960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4876712328767123,4.071232876712329,1,3869960.0
Spindle,Other," 23,00,000 ",USA,Boston,Boston,1.0,12.0,4.0,2010.0,0.0,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.947945205479452,1.947945205479452,1,2300000.0
SpinTheCam,Games ," 1,50,000 ",USA,New York City,New York,1.0,2.0,1.0,2010.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1150684931506849,0,150000.0
SPOC Medical,Other," 8,00,000 ",USA,Hartford,Stamford,2.0,6.0,2.0,2006.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342465753424657,1.0,0,800000.0
Spock,Search ," 70,00,000 ",USA,NY - Other,Schuyler Lake,1.0,4.0,2.0,2006.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6684931506849315,0.6684931506849315,1,7000000.0
Spockly,Other," 19,311 ",DNK,Copenhagen,Copenhagen,1.0,1.0,1.0,2010.0,19311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794520547945205,0.6794520547945205,0,19311.0
Sponge,Curated Web ," 4,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2010.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958904109589041,0.2958904109589041,1,400000.0
Spoofem.com,Curated Web ," 1,47,000 ",USA,Atlanta,Norcross,1.0,1.0,1.0,2009.0,0.0,147000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2493150684931509,1.2493150684931509,0,147000.0
Sportgenic,Other," 1,14,89,687 ",USA,SF Bay Area,San Francisco,3.0,9.0,3.0,2005.0,0.0,11489687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489687.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3342465753424655,3.024657534246576,1,11489687.0
Sportingo,Other," 32,00,000 ",ISR,Tel Aviv,Herzliya,1.0,7.0,3.0,2006.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252054794520548,1.252054794520548,1,3200000.0
Spot Influence,Finance ," 3,58,969 ",USA,Denver,Boulder,2.0,9.0,3.0,2009.0,358969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8931506849315068,1.6657534246575345,1,358969.0
Spotcast Communications,Other," 75,00,000 ",USA,"Washington, D.C.",Silver Spring,1.0,1.0,1.0,1998.0,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.252054794520548,2.252054794520548,1,7500000.0
Spotplex,Curated Web ," 4,50,000 ",USA,SF Bay Area,Santa Clara,1.0,2.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084931506849315,0,450000.0
SpotXchange,Advertising ," 1,20,00,000 ",USA,Denver,Westminster,2.0,11.0,4.0,2006.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167123287671233,4.123287671232877,1,12000000.0
Sprint Nextel,Mobile ,-   ,USA,Kansas City,Overland Park,1.0,1.0,1.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.008219178082191,11.008219178082191,1,0.0
Sprout,Advertising ," 83,00,000 ",USA,SF Bay Area,San Francisco,2.0,2.0,1.0,2008.0,0.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465753424657534,1,8300000.0
Sqoot,E-Commerce ," 15,000 ",USA,SF Bay Area,San Francisco,2.0,7.0,3.0,2010.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5506849315068494,1,15000.0
StackMob,Other," 75,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2010.0,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36986301369863,1.36986301369863,1,7500000.0
Stakeforce,Other," 10,000 ",USA,San Diego,San Diego,1.0,10.0,4.0,2009.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2273972602739724,2.2273972602739724,0,10000.0
StandardNine,Education ," 60,16,903 ",USA,SF Bay Area,San Francisco,2.0,1.0,1.0,2009.0,0.0,6016903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6016903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2575342465753425,0,6016903.0
Standing Cloud,Enterprise Software ," 1,05,00,003 ",USA,Denver,Boulder,6.0,1.0,1.0,2009.0,2000003.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4712328767123286,1,10500003.0
Standout Jobs,Other," 15,60,691 ",CAN,Montreal,Montréal,1.0,2.0,1.0,2007.0,0.0,1560691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989041095890411,0.989041095890411,1,1560691.0
Star Analytics,Software ," 35,00,000 ",USA,SF Bay Area,San Mateo,1.0,1.0,1.0,2004.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5452054794520547,3.5452054794520547,1,3500000.0
Star Fever Agency,Other," 5,50,000 ",CAN,Quebec City,Quebec,2.0,2.0,1.0,2009.0,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1917808219178082,0,550000.0
Starbelly.com,E-Commerce ," 80,00,000 ",USA,Chicago,Chicago,2.0,1.0,1.0,1999.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041095890410959,1.336986301369863,1,8000000.0
"StarCite, Part of Active Network",Curated Web ," 1,50,00,000 ",USA,Philadelphia,Philadelphia,1.0,1.0,1.0,1999.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.421917808219176,9.421917808219176,1,15000000.0
StartForce,Enterprise Software ," 60,00,000 ",USA,SF Bay Area,San Francisco,2.0,4.0,2.0,2006.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4191780821917808,2.608219178082192,1,6000000.0
StartupDigest,Other," 2,00,000 ",USA,Seattle,Seattle,1.0,11.0,4.0,2009.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3095890410958904,1.3095890410958904,1,200000.0
